gene_name,Accession,Description,logFC,pvalue,AveExpr,Control_abundance,Penta_abundance,hit_annotation,LipidProbe
PIGT,NP_057021.2,GPI transamidase component PIG-T isoform 1 precursor [OS=Homo sapiens],-1.48,0.232804633,16.741938385311943,136515.3886,82692.22553,no hit,bf-GPI
DPY30,NP_115963.1,protein dpy-30 homolog isoform 1 [OS=Homo sapiens],-1.49,6.89533e-4,20.50127675013706,1856368.198,1112078.444,no hit,bf-GPI
POLR2E,EAW69547.1,"polymerase (RNA) II (DNA directed) polypeptide E, 25kDa, isoform CRA_a [OS=Homo sapiens]",-1.49,0.147166322,18.423706698236085,339162.3635,364101.5663,no hit,bf-GPI
TM9SF2,NP_004791.1,transmembrane 9 superfamily member 2 precursor [OS=Homo sapiens],-1.49,6.46971e-4,20.516724082949313,2327553.403,672847.9829,no hit,bf-GPI
SLC38A5,XP_005272751.2,PREDICTED: sodium-coupled neutral amino acid transporter 5 isoform X1 [OS=Homo sapiens],-1.5,0.279440632,15.824024004069196,85698.71375,30322.09086,no hit,bf-GPI
"N-sulfoglucosamine sulfohydrolase (sulfamidase) variant, partial [Homo sapiens]",BAD96610.1,"N-sulfoglucosamine sulfohydrolase (sulfamidase) variant, partial [OS=Homo sapiens]",-1.5,0.342265012,14.937758164500416,46410.60009,16358.11972,no hit,bf-GPI
SRP14,NP_003125.3,signal recognition particle 14 kDa protein isoform 1 [OS=Homo sapiens],-1.51,4.15164e-12,23.61101116125491,20388359.46,5235974.343,no hit,bf-GPI
CCDC58,EAW79487.1,"coiled-coil domain containing 58, isoform CRA_a [OS=Homo sapiens]",-1.51,1.27188e-4,21.534290275376815,3269639.059,2804675.86,no hit,bf-GPI
DOCK11,XP_005262425.1,PREDICTED: dedicator of cytokinesis protein 11 isoform X1 [OS=Homo sapiens],-1.51,0.284020045,15.842309059330532,86199.02039,31301.61717,no hit,bf-GPI
"macrophage migration inhibitory factor, partial [Homo sapiens]",AAA36179.1,"Macrophage migration inhibitory factor, partial [OS=Homo sapiens]",-1.51,0.050160907,19.134169714817666,893673.7663,257097.5332,no hit,bf-GPI
RBM28,XP_011514672.1,PREDICTED: RNA-binding protein 28 isoform X1 [OS=Homo sapiens],-1.52,0.29306246,15.576980403308005,64656.10828,33105.50031,no hit,bf-GPI
H2AFX,CAG33360.1,H2AFX [OS=Homo sapiens],-1.52,2.13174e-15,24.260370206542547,30402869.55,9788160.217,no hit,bf-GPI
RPS16,EAW56893.1,"ribosomal protein S16, isoform CRA_b [OS=Homo sapiens]",-1.52,2.13174e-15,24.877296710721097,60323404.12,1313741.221,no hit,bf-GPI
ATP5F1D,NP_001678.1,"ATP synthase subunit delta, mitochondrial precursor [OS=Homo sapiens]",-1.52,0.002110745,20.042532571472766,1824010.294,335888.9316,no hit,bf-GPI
TCERG1,XP_005268422.1,PREDICTED: transcription elongation regulator 1 isoform X1 [OS=Homo sapiens],-1.53,2.24281e-4,20.69237946538841,2662662.142,726223.3642,no hit,bf-GPI
TSG101,AAH02487.1,Tumor susceptibility gene 101 [OS=Homo sapiens],-1.54,0.001661105,20.157607408431563,1972013.302,367225.0004,no hit,bf-GPI
CREB [Homo sapiens],AAQ24858.1,creB [OS=Homo sapiens],-1.55,0.313767325,15.379894190465565,63576.61937,21701.86578,no hit,bf-GPI
CPD,EAW51228.1,"carboxypeptidase D, isoform CRA_b [OS=Homo sapiens]",-1.55,0.219725541,17.13309506841036,168777.8232,118700.7825,no hit,bf-GPI
ACP2,NP_001343945.1,lysosomal acid phosphatase isoform 1x [OS=Homo sapiens],-1.56,0.002958244,19.9368368752928,1548943.438,458373.3361,no hit,bf-GPI
hCG2044781 [Homo sapiens],EAW75631.1,HCG2044781 [OS=Homo sapiens],-1.59,0.17840074,17.602184764468024,298664.1463,99274.02422,no hit,bf-GPI
"transmembrane protein 14C variant, partial [Homo sapiens]",BAD97182.1,"transmembrane protein 14C variant, partial [OS=Homo sapiens]",-1.59,0.188631654,16.289961495567976,78966.00578,81283.6237,no hit,bf-GPI
ELAVL2,XP_011516080.2,PREDICTED: ELAV-like protein 2 isoform X2 [OS=Homo sapiens],-1.59,1.69362e-7,22.470078812189293,6152650.309,5467124.809,no hit,bf-GPI
SCAMP1,AAB62722.1,Secretory carrier membrane protein [OS=Homo sapiens],-1.59,0.250921361,15.672801317609666,78440.97752,26034.24585,no hit,bf-GPI
"hCG1994130, isoform CRA_d [Homo sapiens]",EAW50259.1,"hCG1994130, isoform CRA_d [OS=Homo sapiens]",-1.6,1.24731e-5,21.920124952043803,6246855.698,1689938.423,no hit,bf-GPI
LGALS1,NP_002296.1,Galectin-1 [OS=Homo sapiens],-1.61,0.021853282,19.584945287402356,1204037.867,368807.3667,no hit,bf-GPI
hCRHP,AAA64537.1,cysteine-rich heart protein [OS=Homo sapiens],-1.62,0.268376827,15.49054447672284,69479.76514,22596.67756,no hit,bf-GPI
DSTN,NP_006861.1,destrin isoform a [OS=Homo sapiens],-1.62,1.48206e-7,22.38403304425386,8435045.348,2511960.899,no hit,bf-GPI
COL3A1,P02461.4,RecName: Full=Collagen alpha-1(III) chain; Flags: Precursor [OS=Homo sapiens],-1.63,0.175571148,17.534743887109588,287117.2167,92646.85227,no hit,bf-GPI
USP19,AAI42728.1,"USP19 protein, partial [OS=Homo sapiens]",-1.63,0.244930508,15.628183662065714,76614.44744,24679.16407,no hit,bf-GPI
SSH3BP1,AAC39757.1,spectrin SH3 domain binding protein 1 [OS=Homo sapiens],-1.64,0.006200976,19.709388592369258,1437213.036,277325.1344,no hit,bf-GPI
NDUFB5,EAW78386.1,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 5, 16kDa, isoform CRA_b [OS=Homo sapiens]",-1.64,0.027657436,19.38652948589826,1037365.191,333380.4792,no hit,bf-GPI
MM-1,BAA14006.1,c-myc binding protein [OS=Homo sapiens],-1.64,9.17802e-6,21.881006579673105,4485795.296,3238685.743,no hit,bf-GPI
OTT-MAL fusion,CAC38828.1,OTT-MAL [OS=Homo sapiens],-1.66,0.229987406,15.579760800437787,74373.56755,23576.63127,no hit,bf-GPI
MRPS2,XP_006717199.1,"PREDICTED: 28S ribosomal protein S2, mitochondrial isoform X1 [OS=Homo sapiens]",-1.67,0.280437095,14.79365918748453,43193.18904,13609.01097,no hit,bf-GPI
LSM4,EAW84687.1,"LSM4 homolog, U6 small nuclear RNA associated (S. cerevisiae), isoform CRA_b [OS=Homo sapiens]",-1.67,0.025801021,19.20608450530916,919958.3516,289629.8193,no hit,bf-GPI
SSBP1,XP_005250105.1,"PREDICTED: single-stranded DNA-binding protein, mitochondrial isoform X1 [OS=Homo sapiens]",-1.68,1.7987e-5,21.38805824944978,4948788.794,540007.0535,no hit,bf-GPI
TBC1D17,Q9HA65.2,RecName: Full=TBC1 domain family member 17 [OS=Homo sapiens],-1.69,0.185192569,15.766283562550134,85071.43326,26397.6086,no hit,bf-GPI
MIF,ABQ95571.1,Macrophage Migration inhibitory factor [OS=Homo sapiens],-1.7,2.06505e-4,20.28067454504621,2254788.114,292753.964,no hit,bf-GPI
OCIAD2,NP_001014446.1,OCIA domain-containing protein 2 isoform 1 [OS=Homo sapiens],-1.71,0.081657233,18.42017412342356,537566.4006,163977.6277,no hit,bf-GPI
FP944 [Homo sapiens],AAQ15225.1,FP944 [OS=Homo sapiens],-1.71,7.81465e-5,21.167373869682567,4625110.555,85144.88557,no hit,bf-GPI
COMMD4,XP_011520041.1,PREDICTED: COMM domain-containing protein 4 isoform X1 [OS=Homo sapiens],-1.71,1.79747e-5,21.34464153595045,3825345.997,1500729.824,no hit,bf-GPI
BAG51211.1,BAG51211.1,unnamed protein product [OS=Homo sapiens],-1.73,0.227437137,15.409969524962017,65895.30367,21179.61048,no hit,bf-GPI
FAR1,XP_011518702.1,PREDICTED: fatty acyl-CoA reductase 1 isoform X1 [OS=Homo sapiens],-1.74,0.143659424,17.391158068539152,293706.6977,50080.92246,no hit,bf-GPI
CLL-associated antigen KW-14 [Homo sapiens],AAL99921.1,CLL-associated antigen KW-14 [OS=Homo sapiens],-1.75,0.018967266,18.94778064601914,777597.0366,233703.6949,no hit,bf-GPI
PIN4,Q9Y237.1,RecName: Full=Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4; AltName: Full=Parvulin-14; Short=Par14; Short=hPar14; AltName: Full=Parvulin-17; Short=Par17; Short=hPar17; AltName: Full=Peptidyl-prolyl cis-trans isomerase Pin4; Short=PPIase Pin4; AltName: Full=Peptidyl-prolyl cis/trans isomerase EPVH; Short=hEPVH; AltName: Full=Rotamase Pin4 [OS=Homo sapiens],-1.75,0.205391585,15.500190633689341,71485.81976,21208.3278,no hit,bf-GPI
putative NFkB activating protein [Homo sapiens],BAC77355.1,Putative NFkB activating protein [OS=Homo sapiens],-1.77,0.23032932,14.927759332551348,46252.33008,16082.86498,no hit,bf-GPI
IKBKG,NP_001093326.2,NF-kappa-B essential modulator isoform b [OS=Homo sapiens],-1.78,0.021807765,18.788265860932928,878172.8288,27271.1527,no hit,bf-GPI
RPL37A,EAW70571.1,"ribosomal protein L37a, isoform CRA_c [OS=Homo sapiens]",-1.78,5.92525e-7,21.869084182452607,5934788.851,1726120.302,no hit,bf-GPI
COX4I1,AAH62437.1,cytochrome c oxidase subunit IV isoform 1 [OS=Homo sapiens],-1.79,0.147166322,15.961149705618025,92347.56149,35241.90526,no hit,bf-GPI
MAC30,AAA16188.1,"MAC30, partial [OS=Homo sapiens]",-1.8,0.047343824,18.48523227907182,411593.2447,322310.9813,no hit,bf-GPI
KRT5,AAH24292.1,Keratin 5 [OS=Homo sapiens],-1.8,1.08435e-5,20.70318835425883,2427639.374,986731.5246,no hit,bf-GPI
BAC11449.1,BAC11449.1,unnamed protein product [OS=Homo sapiens],-1.8,0.186308338,15.525087048532091,73256.99999,21050.64122,no hit,bf-GPI
CGI-75 protein [Homo sapiens],AAD34070.1,CGI-75 protein [OS=Homo sapiens],-1.8,0.132209805,16.155121672372026,92177.75518,53772.95167,no hit,bf-GPI
HIST1H4E,EAW55544.1,"histone 1, H4e [OS=Homo sapiens]",-1.82,2.13174e-15,27.60956570426525,350883703.9,58695068.42,no hit,bf-GPI
TRIP11,AAI46846.1,Thyroid hormone receptor interactor 11 [OS=Homo sapiens],-1.83,0.064471962,18.134243010436453,486011.006,89403.87676,no hit,bf-GPI
STMN1,NP_001138926.1,stathmin isoform b [OS=Homo sapiens],-1.84,2.13174e-15,23.492075783619807,17167052.89,6429549.084,no hit,bf-GPI
CHTOP,NP_001193541.1,chromatin target of PRMT1 protein isoform 2 [OS=Homo sapiens],-1.85,1.42415e-5,20.60488103964137,1451544.376,1737916.254,no hit,bf-GPI
GCSH,XP_016878625.1,"PREDICTED: glycine cleavage system H protein, mitochondrial isoform X1 [OS=Homo sapiens]",-1.85,1.67365e-5,20.4035432543933,2171462.094,602551.1683,no hit,bf-GPI
NAA50,NP_001295374.1,N-alpha-acetyltransferase 50 isoform 2 [OS=Homo sapiens],-1.89,0.10940816,16.532890209816834,130239.0861,59399.1311,no hit,bf-GPI
ITGA3,EAW94647.1,"integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor), isoform CRA_b [OS=Homo sapiens]",-1.9,5.2157e-4,19.719761047058668,1361314.116,365595.3821,no hit,bf-GPI
KRT87P,A6NCN2.4,"PUTATIVE PSEUDOGENE: RecName: Full=Putative keratin-87 protein; AltName: Full=Keratin, hair, basic pseudogene 4; AltName: Full=Keratin-121 pseudogene [OS=Homo sapiens]",-1.9,4.09463e-10,22.565547726740938,9789300.031,2625414.281,no hit,bf-GPI
DBNL,EAW61129.1,"drebrin-like, isoform CRA_a [OS=Homo sapiens]",-1.9,0.078151037,17.7188839051183,340308.6318,91156.33724,no hit,bf-GPI
"homolog of Drosophila discs large protein, isoform 2 [Homo sapiens]",AAA50598.1,"homolog of Drosophila discs large protein, isoform 2 [OS=Homo sapiens]",-1.9,0.07442442,17.75664577531293,349448.9415,93458.51966,no hit,bf-GPI
MRPL50,AAH32008.1,mitochondrial ribosomal protein L50 [OS=Homo sapiens],-1.91,0.061875842,17.839230876396005,433098.6123,35902.19366,no hit,bf-GPI
RPS19,XP_016882602.1,PREDICTED: 40S ribosomal protein S19 isoform X1 [OS=Homo sapiens],-1.92,4.40646e-6,20.655959605323023,2314825.525,989580.6578,no hit,bf-GPI
MRPS14,EAW90985.1,"mitochondrial ribosomal protein S14, isoform CRA_b [OS=Homo sapiens]",-1.93,0.012192483,18.809525309031088,727801.7576,191083.572,no hit,bf-GPI
MYDGF,NP_061980.1,myeloid-derived growth factor precursor [OS=Homo sapiens],-1.96,3.29756e-7,21.52650875335614,4861292.639,1180347.204,no hit,bf-GPI
CIAO2B,NP_057146.1,Mitotic spindle-associated MMXD complex subunit MIP18 [OS=Homo sapiens],-1.97,0.086026794,16.078761201923857,97935.87325,40490.68167,no hit,bf-GPI
SRPK2,NP_001337671.1,SRSF protein kinase 2 isoform f [OS=Homo sapiens],-1.97,0.012974171,18.74229245291232,600573.7394,276471.9361,no hit,bf-GPI
BAG62962.1,BAG62962.1,unnamed protein product [OS=Homo sapiens],-1.98,0.077094632,16.23681879007417,96795.31027,57658.80554,no hit,bf-GPI
KIAA0522,BAA25448.1,"KIAA0522 protein, partial [OS=Homo sapiens]",-2.02,0.071265308,17.27298666680649,254073.4806,62676.86476,no hit,bf-GPI
PPIH,CAG46697.1,PPIH [OS=Homo sapiens],-2.03,0.033238981,18.110792547844998,464963.8632,101173.4739,no hit,bf-GPI
aging-associated gene 8 protein [Homo sapiens],AAV33304.1,aging-associated gene 8 protein [OS=Homo sapiens],-2.05,7.10295e-7,20.6275222099423,1941226.613,1298683.169,no hit,bf-GPI
SCOC,NP_001146956.1,short coiled-coil protein isoform 1 [OS=Homo sapiens],-2.05,2.13174e-15,24.02859587746304,24617666.68,9608487.978,no hit,bf-GPI
"bleomycin hydrolase variant, partial [Homo sapiens]",BAD97123.1,"bleomycin hydrolase variant, partial [OS=Homo sapiens]",-2.07,1.05579e-6,20.58948160564168,2274157.587,881439.5556,no hit,bf-GPI
TTC5,AAH30822.1,tetratricopeptide repeat domain 5 [OS=Homo sapiens],-2.13,0.048700819,17.216619737296426,247977.1047,56636.26473,no hit,bf-GPI
BCRG1,AAC08964.1,Breakpoint cluster region protein 1 [OS=Homo sapiens],-2.15,1.27561e-9,21.804595346976004,5975820.123,1350185.344,no hit,bf-GPI
BAB15393.1,BAB15393.1,unnamed protein product [OS=Homo sapiens],-2.18,2.09061e-4,19.619469641590566,1314021.8,296916.3139,no hit,bf-GPI
BAG58909.1,BAG58909.1,unnamed protein product [OS=Homo sapiens],-2.19,2.13174e-15,22.842607919429526,11992051.06,3051146.484,no hit,bf-GPI
COL5A1,EAW88132.1,"collagen, type V, alpha 1, isoform CRA_c [OS=Homo sapiens]",-2.21,0.019341169,18.036300625392137,447037.5995,90609.73213,no hit,bf-GPI
CZIB,NP_060357.1,UPF0587 protein C1orf123 isoform 1 [OS=Homo sapiens],-2.21,1.23333e-5,19.822026429202626,1778162.577,75601.77203,no hit,bf-GPI
NCOR1,XP_005256923.1,PREDICTED: nuclear receptor corepressor 1 isoform X1 [OS=Homo sapiens],-2.21,0.03530106,17.301935160347366,181512.8309,141657.4844,no hit,bf-GPI
GALK1,EAW89316.1,Galactokinase 1 [OS=Homo sapiens],-2.21,1.77627e-6,20.21625422099512,1611103.968,825185.6592,no hit,bf-GPI
SLC25A4,NP_001142.2,ADP/ATP translocase 1 [OS=Homo sapiens],-2.22,1.98686e-5,19.808552854403473,1108320.47,728211.8496,no hit,bf-GPI
ESRP2,Q9H6T0.1,RecName: Full=Epithelial splicing regulatory protein 2; AltName: Full=RNA-binding motif protein 35B; AltName: Full=RNA-binding protein 35B [OS=Homo sapiens],-2.22,6.57313e-6,19.902898145823638,1634775.767,325870.9125,no hit,bf-GPI
hypothetical protein [Homo sapiens],AAM49721.1,Hypothetical protein [OS=Homo sapiens],-2.23,0.039464735,16.507695912209993,96542.01579,89813.23092,no hit,bf-GPI
DDI2,EAW51741.1,"DDI1, DNA-damage inducible 1, homolog 2 (S. cerevisiae), isoform CRA_b [OS=Homo sapiens]",-2.24,6.45479e-8,21.093808231508866,2755573.698,1720518.218,no hit,bf-GPI
LPP,XP_011511125.1,PREDICTED: lipoma-preferred partner isoform X1 [OS=Homo sapiens],-2.25,8.58695e-4,19.23220005837408,917369.9837,314313.4378,no hit,bf-GPI
MSTP085 [Homo sapiens],AAQ13608.1,MSTP085 [OS=Homo sapiens],-2.26,1.24483e-6,20.016799979747315,1763440.563,358275.2188,no hit,bf-GPI
EBP,CAG33096.1,EBP [OS=Homo sapiens],-2.27,0.033829932,15.98754395147694,95791.31305,34153.89897,no hit,bf-GPI
SNAP29,NP_004773.1,Synaptosomal-associated protein 29 [OS=Homo sapiens],-2.27,0.023803158,17.54054939626558,315921.2566,65374.08936,no hit,bf-GPI
WDR44,AAH28697.3,WD repeat domain 44 [OS=Homo sapiens],-2.28,0.019665294,17.776324507541688,372515.8989,76474.32511,no hit,bf-GPI
ATP1B1,CAG28544.1,"ATP1B1, partial [OS=Homo sapiens]",-2.29,0.051148025,15.698541515466792,88283.01507,18072.95668,no hit,bf-GPI
"leukemia multidrug resistance associated protein, partial [Homo sapiens]",AAV74399.1,"leukemia multidrug resistance associated protein, partial [OS=Homo sapiens]",-2.31,0.079052514,14.67065971672695,32172.85013,19987.27524,no hit,bf-GPI
RABGAP1,NP_036329.3,Rab GTPase-activating protein 1 [OS=Homo sapiens],-2.33,0.009387723,18.25670946530908,533395.0778,92998.31314,no hit,bf-GPI
BAA91165.1,BAA91165.1,unnamed protein product [OS=Homo sapiens],-2.33,2.89475e-7,20.078589046143666,1847588.792,366971.809,no hit,bf-GPI
BAG62522.1,BAG62522.1,unnamed protein product [OS=Homo sapiens],-2.4,0.00998873,17.851005061720333,397542.0103,75302.08706,no hit,bf-GPI
MRPL10,NP_683685.1,"39S ribosomal protein L10, mitochondrial isoform b [OS=Homo sapiens]",-2.4,0.020699708,16.39718463959758,145147.0849,27466.27917,no hit,bf-GPI
RPS21,EAW75371.1,"ribosomal protein S21, isoform CRA_e [OS=Homo sapiens]",-2.41,1.67401e-5,19.661833364018555,1278169.842,380773.707,no hit,bf-GPI
DCTPP1,NP_077001.1,dCTP pyrophosphatase 1 [OS=Homo sapiens],-2.42,1.04931e-7,20.143767002278224,2176673.741,140230.524,no hit,bf-GPI
BAG35122.1,BAG35122.1,unnamed protein product [OS=Homo sapiens],-2.43,0.048793448,15.424335410682946,50935.42147,37010.88755,no hit,bf-GPI
PAPSS2,EAW50181.1,"3'-phosphoadenosine 5'-phosphosulfate synthase 2, isoform CRA_a [OS=Homo sapiens]",-2.45,0.005673172,18.119083036991345,481198.1392,88201.88822,no hit,bf-GPI
TLE4,XP_011517254.1,PREDICTED: transducin-like enhancer protein 4 isoform X1 [OS=Homo sapiens],-2.47,4.13949e-5,19.614038912370074,890696.6208,714188.8465,no hit,bf-GPI
EPB41L1,XP_011526969.1,PREDICTED: band 4.1-like protein 1 isoform X1 [OS=Homo sapiens],-2.5,4.69403e-8,20.064461108611823,1996819.616,196160.2086,no hit,bf-GPI
GUSB,AAA52561.1,beta-glucuronidase precursor [OS=Homo sapiens],-2.51,0.01474188,16.502950036084453,172960.6516,12782.56984,no hit,bf-GPI
CGI-23 protein [Homo sapiens],AAD27732.1,CGI-23 protein [OS=Homo sapiens],-2.54,0.012308189,16.30036010494356,93500.42974,67908.41435,no hit,bf-GPI
DGKE,XP_016880732.1,PREDICTED: diacylglycerol kinase epsilon isoform X1 [OS=Homo sapiens],-2.58,0.003973239,18.068320925102793,470864.933,78848.77306,no hit,bf-GPI
sphingosine-1-phosphate lyase [Homo sapiens],CAA09590.2,sphingosine-1-phosphate lyase [OS=Homo sapiens],-2.59,0.004109069,17.990688056385242,446876.2646,74038.59139,no hit,bf-GPI
PTGES3,XP_016874205.1,PREDICTED: prostaglandin E synthase 3 isoform X1 [OS=Homo sapiens],-2.6,7.09123e-8,19.90356317440678,1295977.197,665573.4758,no hit,bf-GPI
HIST2H3PS2,CAI23568.1,"histone cluster 2, H3, pseudogene 2 [OS=Homo sapiens]",-2.68,2.13174e-15,22.177560405307844,8148172.944,1339089.364,no hit,bf-GPI
DKFZp564M173,CAB66579.1,Hypothetical protein [OS=Homo sapiens],-2.69,7.21884e-11,20.410630373310134,2560765.185,226908.7117,no hit,bf-GPI
"hCG27481, isoform CRA_c [Homo sapiens]",EAW78957.1,"hCG27481, isoform CRA_c [OS=Homo sapiens]",-2.72,0.007151036,16.535904826215965,134911.8131,55123.08127,no hit,bf-GPI
"cation-dependent mannose-6-phosphate receptor precursor variant, partial [Homo sapiens]",BAD96512.1,"cation-dependent mannose-6-phosphate receptor precursor variant, partial [OS=Homo sapiens]",-2.78,0.001821145,17.827356501037425,402025.1946,63131.25377,no hit,bf-GPI
SERPINI1,AAH18043.1,serpini1 protein [OS=Homo sapiens],-2.8,1.33646e-4,18.714579654193926,784505.0761,75854.16501,no hit,bf-GPI
UBE2V2,XP_011515885.1,PREDICTED: ubiquitin-conjugating enzyme E2 variant 2 isoform X1 [OS=Homo sapiens],-2.82,0.004268755,16.156357131001077,94013.80217,52061.94378,no hit,bf-GPI
AAMP,AAA68889.1,angio-associated migratory cell protein [OS=Homo sapiens],-2.84,0.0141081,15.24285623740075,68044.69723,9506.220703,no hit,bf-GPI
"Similar to AFG3 ATPase family gene 3-like 2 (yeast), partial [Homo sapiens]",AAH24282.1,"Similar to AFG3 ATPase family gene 3-like 2 (yeast), partial [OS=Homo sapiens]",-2.84,0.002084705,17.716582575739842,372717.1584,58060.10364,no hit,bf-GPI
LTBP2,AAH78659.1,latent transforming growth factor beta binding protein 2 [OS=Homo sapiens],-2.84,3.66135e-12,20.43182221222502,2482827.127,346097.3125,no hit,bf-GPI
CD9,AAH11988.1,CD9 molecule [OS=Homo sapiens],-2.84,8.31197e-4,18.117569109733004,322409.1395,246393.6875,no hit,bf-GPI
POLR2D,AAY14877.1,"unknown, partial [OS=Homo sapiens]",-2.91,1.10777e-5,19.01415460007136,970274.5878,88639.85666,no hit,bf-GPI
PPGB,EAW75788.1,"protective protein for beta-galactosidase (galactosialidosis), isoform CRA_a [OS=Homo sapiens]",-2.92,1.10777e-5,19.10704978167031,718619.3662,410721.6686,no hit,bf-GPI
BAG63891.1,BAG63891.1,unnamed protein product [OS=Homo sapiens],-2.95,4.78593e-6,19.271092228432153,1159544.77,105793.9726,no hit,bf-GPI
BYSL,AAH07340.3,bystin-like [OS=Homo sapiens],-3.01,2.64579e-6,19.349943955304997,1237770.91,98650.85707,no hit,bf-GPI
60S ribosomal protein L36 [Homo sapiens],AAD27776.1,60S ribosomal protein L36 [OS=Homo sapiens],-3.08,5.47154e-6,18.910383036042557,810691.389,174731.2126,no hit,bf-GPI
TIMM17A,NP_006326.1,Mitochondrial import inner membrane translocase subunit Tim17-A [OS=Homo sapiens],-3.09,6.37424e-4,17.604350745243142,356562.4123,41973.6488,no hit,bf-GPI
SMARCB1,AAO59167.1,"integrase interactor 1 protein isoform E, partial [OS=Homo sapiens]",-3.09,0.001072787,17.22739103891416,274626.1084,32270.04524,no hit,bf-GPI
GON7,NP_115879.2,EKC/KEOPS complex subunit GON7 [OS=Homo sapiens],-3.12,5.18241e-6,18.88967873400191,925083.418,46298.24974,no hit,bf-GPI
ARL2,NP_001658.2,ADP-ribosylation factor-like protein 2 isoform 1 [OS=Homo sapiens],-3.13,5.75599e-10,19.777751333988935,1229271.468,568466.5133,no hit,bf-GPI
PYCR3,Q53H96.3,RecName: Full=Pyrroline-5-carboxylate reductase 3; Short=P5C reductase 3; Short=P5CR 3; AltName: Full=Pyrroline-5-carboxylate reductase-like protein [OS=Homo sapiens],-3.15,9.2686e-4,16.941084448690173,189305.4827,62348.94376,no hit,bf-GPI
