Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score MSPepSearch: MSPepSearch,# Peptides (by Search Engine): MSPepSearch,# Protein Pathway Groups,# Razor Peptides,Abundance Ratio: (Penta) / (Control),Abundance Ratio (log2): (Penta) / (Control),Abundance Ratio Adj. P-Value: (Penta) / (Control),Abundance Ratio Variability [%]: (Penta) / (Control),Abundances (Grouped): Control,Abundances (Grouped): Penta,Abundances (Grouped) CV [%]: Control,Abundances (Grouped) CV [%]: Penta,"Found in Sample: [S1] F1: Sample, Control, 1","Found in Sample: [S2] F2: Sample, Control, 2","Found in Sample: [S3] F3: Sample, Control, 3","Found in Sample: [S4] F4: Sample, Penta, 1","Found in Sample: [S5] F5: Sample, Penta, 2","Found in Sample: [S6] F6: Sample, Penta, 3",# Protein Groups,Modifications
FALSE,High,Master Protein,NP_001034554.1,Serine/arginine-rich splicing factor 5 [OS=Homo sapiens],0,17.36,13,3,12,2,272,31.2,11.59,3633,3,0,0,0.424,-1.24,0.010045886,116.33,2036613.794,627561.1218,40.81,35.39,High,Peak Found,High,High,Peak Found,Peak Found,1,
FALSE,High,Master Protein,NP_060377.1,ragulator complex protein LAMTOR1 [OS=Homo sapiens],0,14.726,42,3,7,3,161,17.7,5.15,1326,3,0,0,0.422,-1.25,0.000969017,85.04,5792368.811,2439955.437,34.47,53.42,High,High,High,Peak Found,High,Peak Found,1,
FALSE,Medium,Master Protein,AAB40147.1,MHC Class I region proline rich protein [OS=Homo sapiens],0.023,1.375,7,1,1,1,253,27.8,9.82,120,1,0,0,0.418,-1.26,0.50971454,85.03,20235.06789,19455.80951,56.88,58.27,Peak Found,High,Peak Found,Not Found,Peak Found,Peak Found,1,
FALSE,High,Master Protein,BAB15500.1,unnamed protein product [OS=Homo sapiens],0.008,1.871,21,1,1,1,126,13.8,6.52,172,1,0,0,0.416,-1.27,0.142423848,66.12,702902.7857,319500.7954,49.18,52.44,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,1,
FALSE,High,Master Protein,AAI37085.1,zinc finger RNA binding protein [OS=Homo sapiens],0.001,3.11,1,1,3,1,1074,117,9.04,597,1,0,0,0.416,-1.27,0.004091185,70.01,2514995.784,1045817.728,147.54,129.27,High,Peak Found,Peak Found,High,Peak Found,Peak Found,1,
FALSE,High,Master Protein,NP_115551.2,U3 small nucleolar RNA-associated protein 15 homolog isoform 1 [OS=Homo sapiens],0,5.06,4,2,2,2,518,58.4,9.11,400,2,0,0,0.415,-1.27,0.369512813,115.15,173731.7231,72174.66146,101.04,20.32,High,Not Found,Peak Found,Not Found,Not Found,Not Found,1,
FALSE,High,Master Protein,NP_054908.2,Alpha-adducin isoform b [OS=Homo sapiens],0,12.94,6,3,8,3,768,84.3,5.96,2449,3,0,0,0.415,-1.27,0.123779305,106.98,870379.7407,481104.446,34.83,12.57,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q9NXE4.2,RecName: Full=Sphingomyelin phosphodiesterase 4; AltName: Full=Neutral sphingomyelinase 3; Short=nSMase-3; Short=nSMase3; AltName: Full=Neutral sphingomyelinase III [OS=Homo sapiens],0,11.459,3,1,5,1,827,93.3,7.97,2389,1,0,0,0.413,-1.28,0.337590669,121.15,299566.749,111315.0821,67.88,136.68,High,High,Not Found,Peak Found,High,Peak Found,1,
FALSE,High,Master Protein,XP_016880250.1,PREDICTED: profilin-1 isoform X1 [OS=Homo sapiens],0,53.214,32,5,135,3,181,19.6,7.12,53750,5,0,3,0.41,-1.28,3.71998E-11,49.58,71501723.28,29867116.09,36.56,22.1,High,High,High,High,High,High,1,
FALSE,High,Master Protein,EAW94559.1,WD repeat domain 50 [OS=Homo sapiens],0,11.446,11,3,6,3,573,64,8.92,1560,3,0,0,0.41,-1.29,0.165497992,74.74,755944.9154,136211.677,60.01,24.65,High,High,High,High,Peak Found,High,1,
FALSE,High,Master Protein,Q6DN03.3,PUTATIVE PSEUDOGENE: RecName: Full=Putative histone H2B type 2-C; AltName: Full=Histone H2B.t; Short=H2B/t [OS=Homo sapiens],0,46.568,14,4,48,4,193,21.5,10.7,23682,4,0,0,0.408,-1.29,2.60036E-11,80.5,42504261.61,12142946.38,21.15,40.45,High,High,High,High,High,High,1,
FALSE,High,Master Protein,XP_016876581.1,PREDICTED: peptidyl-prolyl cis-trans isomerase FKBP3 isoform X1 [OS=Homo sapiens],0,18.314,25,4,27,4,229,26,9.69,7518,4,0,0,0.406,-1.3,0.004695996,100.3,1808720.643,1330004.394,108.41,27.89,High,High,High,High,High,High,1,
FALSE,High,Master Protein,Q9UMY4.3,RecName: Full=Sorting nexin-12 [OS=Homo sapiens],0,11.518,13,2,4,2,172,19.7,7.87,1401,2,0,0,0.404,-1.31,0.002967647,85.1,2871193.474,1021796.468,37.68,84.94,High,Peak Found,High,Not Found,High,Peak Found,1,
FALSE,High,Master Protein,AAC73008.1,4-hydroxyphenylpyruvate-dioxygenase [OS=Homo sapiens],0,5.288,6,2,3,2,393,44.9,7.01,483,2,0,0,0.403,-1.31,0.120663916,122.73,581148.5303,439503.4688,20.46,7.68,High,Peak Found,Peak Found,High,Peak Found,Peak Found,1,
FALSE,High,Master Protein,NP_001869.1,Cellular retinoic acid-binding protein 2 [OS=Homo sapiens],0,12.066,23,2,4,2,138,15.7,5.4,1361,2,0,0,0.403,-1.31,0.003105368,60.78,3088548.155,966022.3197,21.1,2.37,Peak Found,High,High,Peak Found,Peak Found,Peak Found,1,
FALSE,High,Master Protein,EAW98602.1,"phosphoglycerate kinase 1, isoform CRA_a [OS=Homo sapiens]",0,218.79,64,14,235,2,262,28.4,9.13,106246,14,0,1,0.402,-1.32,0.110647041,138.63,754535.508,674368.3866,157.08,85.23,High,Not Found,Peak Found,Not Found,Peak Found,Peak Found,1,
FALSE,High,Master Protein,AAQ88811.1,LMFA1925 [OS=Homo sapiens],0,3.716,4,1,1,1,333,38.6,9.03,311,1,0,0,0.401,-1.32,0.176110463,122.68,473851.1904,329833.2818,100.22,100.61,Peak Found,Peak Found,Peak Found,High,Peak Found,Not Found,1,
FALSE,High,Master Protein,NP_003507.1,Histone H2A type 2-A [OS=Homo sapiens],0,147.594,58,8,618,4,130,14.1,10.9,278903,8,0,4,0.4,-1.32,8.19459E-12,85.81,813921327.2,408997775.2,16.66,16.75,High,High,High,High,High,High,1,
FALSE,High,Master Protein,NP_060740.1,MRG/MORF4L-binding protein [OS=Homo sapiens],0,4.997,6,1,2,1,204,22.4,5.83,925,1,0,0,0.4,-1.32,0.341428773,90.01,255485.6945,63520.68433,84.69,99.91,High,High,Peak Found,Not Found,Peak Found,Not Found,1,
FALSE,High,Master Protein,P11717.3,RecName: Full=Cation-independent mannose-6-phosphate receptor; Short=CI Man-6-P receptor; Short=CI-MPR; Short=M6PR; AltName: Full=300 kDa mannose 6-phosphate receptor; Short=MPR 300; AltName: Full=Insulin-like growth factor 2 receptor; AltName: Full=Insulin-like growth factor II receptor; Short=IGF-II receptor; AltName: Full=M6P/IGF2 receptor; Short=M6P/IGF2R; AltName: CD_antigen=CD222; Flags: Precursor [OS=Homo sapiens],0,20.866,3,5,11,5,2491,274.2,5.94,3226,5,0,0,0.399,-1.32,0.003156439,142.53,3785444.053,727566.4121,58.16,100.62,High,High,Peak Found,High,Peak Found,High,1,
FALSE,High,Master Protein,BAG64608.1,unnamed protein product [OS=Homo sapiens],0,7.252,7,1,5,1,216,23.5,5.92,1364,1,0,0,0.398,-1.33,0.103874726,85.07,814200.5265,560877.2705,96.87,47.22,High,High,High,High,Peak Found,High,1,
FALSE,Medium,Master Protein,AAA52424.1,coagulation factor V precursor [OS=Homo sapiens],0.016,1.518,0,1,1,1,2224,251.6,6.01,137,1,0,0,0.396,-1.34,0.32405528,124.87,95534.73893,41027.85289,128.29,73.66,High,Not Found,Not Found,Not Found,Not Found,Not Found,1,
FALSE,High,Master Protein,NP_036440.1,Lysine-specific demethylase 2A isoform a [OS=Homo sapiens],0,4.18,2,2,3,2,1162,132.7,7.58,563,2,0,0,0.395,-1.34,0.098778005,109.14,897672.8462,568983.2078,30.73,42.29,High,High,High,Peak Found,Peak Found,Peak Found,1,
FALSE,High,Master Protein,EAW93603.1,"replication protein A3, 14kDa, isoform CRA_a [OS=Homo sapiens]",0,5.536,21,1,3,1,82,9.2,4.54,784,1,0,0,0.395,-1.34,0.003000066,30.69,2140303.345,844767.3438,13.56,56.05,High,High,High,Peak Found,Peak Found,Peak Found,1,
FALSE,High,Master Protein,BAH12514.1,unnamed protein product [OS=Homo sapiens],0,19.273,18,2,17,2,130,15.1,10.37,6624,2,0,0,0.394,-1.34,1.58053E-06,48.59,11581105.34,3792826.532,26.45,60.45,High,High,High,High,Peak Found,High,1,
FALSE,High,Master Protein,BAD93075.1,"acid phosphatase 1 isoform c variant, partial [OS=Homo sapiens]",0,18.634,16,4,11,4,165,18.7,7.88,3053,4,0,0,0.394,-1.35,0.002922831,135.34,3029280.39,1091282.519,54.56,34.13,High,High,High,High,High,High,1,
FALSE,High,Master Protein,BAF84919.1,unnamed protein product [OS=Homo sapiens],0,3.799,4,1,3,1,259,28.5,7.99,673,1,0,0,0.389,-1.36,0.092150414,108.49,648543.4193,727738.5846,105.61,74.4,High,Peak Found,High,Peak Found,Not Found,Peak Found,1,
FALSE,High,Master Protein,AAH22494.1,monoamine oxidase B [OS=Homo sapiens],0,6.206,4,1,1,1,520,58.7,7.33,386,1,0,0,0.388,-1.37,0.312964125,75.71,110116.5659,42720.12981,37.36,69.43,Peak Found,High,Peak Found,Peak Found,Not Found,Not Found,1,
FALSE,High,Master Protein,NP_612452.1,HAUS augmin-like complex subunit 1 [OS=Homo sapiens],0,7.325,7,1,1,1,278,31.8,5.53,614,1,0,0,0.386,-1.37,0.30790261,111.21,110104.2236,42501.22108,63.48,92.38,Peak Found,High,Not Found,Not Found,Not Found,Not Found,1,
FALSE,High,Master Protein,XP_005246698.1,PREDICTED: glia-derived nexin isoform X1 [OS=Homo sapiens],0.001,2.945,3,1,3,1,410,45.2,9.13,468,1,0,0,0.386,-1.37,0.292938659,107.34,273587.4862,100363.9076,88.8,87.14,Peak Found,Peak Found,High,Not Found,High,High,1,
FALSE,Medium,Master Protein,BAG50851.1,unnamed protein product [OS=Homo sapiens],0.015,1.604,3,1,1,1,392,42.9,7.09,164,1,0,0,0.384,-1.38,9.62577E-13,54.17,47593067.17,15718496.47,28.34,51.26,Peak Found,Peak Found,Peak Found,Peak Found,High,Peak Found,1,
FALSE,High,Master Protein,AAK38372.1,CLLL7 protein [OS=Homo sapiens],0,4.92,2,1,1,1,531,58.2,6.47,442,1,0,0,0.383,-1.38,0.318567662,35.57,85832.23581,39982.76645,122.53,16.07,High,Not Found,Not Found,Not Found,Not Found,Not Found,1,
FALSE,High,Master Protein,AAH56219.1,DEAH (Asp-Glu-Ala-His) box polypeptide 29 [OS=Homo sapiens],0,23.321,4,3,7,3,1369,155.2,8.09,2658,3,0,0,0.382,-1.39,0.001935353,136.92,972617.2735,1803651.303,64.5,48.19,High,High,Peak Found,High,High,Peak Found,1,
FALSE,High,Master Protein,EAW48944.1,"hCG1640785, isoform CRA_a [OS=Homo sapiens]",0,29.157,26,5,16,5,124,13.6,9.99,5240,5,0,0,0.381,-1.39,0.085426167,112.01,841230.5973,405979.2052,165.39,31.03,High,High,High,Peak Found,Peak Found,Peak Found,1,
FALSE,High,Master Protein,EAW64573.1,"cardiomyopathy associated 1, isoform CRA_b [OS=Homo sapiens]",0.001,2.85,1,1,1,1,1843,198.5,6.18,208,1,0,0,0.381,-1.39,0.18770722,89.07,514094.1822,195654.6307,63.55,35.23,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,1,
FALSE,High,Master Protein,EAW73540.1,"SET binding factor 1, isoform CRA_d [OS=Homo sapiens]",0.009,1.804,1,1,1,1,1906,212.2,7.09,129,1,0,0,0.379,-1.4,0.287817185,142.91,142920.2932,54136.49646,131.29,147.86,Peak Found,Peak Found,Not Found,High,Not Found,Not Found,1,
FALSE,High,Master Protein,NP_996896.1,elongin-B isoform b [OS=Homo sapiens],0,8.772,29,2,4,2,161,17.9,6.1,1765,2,0,0,0.379,-1.4,0.079241489,117.62,1297896.197,155408.5864,30.31,124.32,Peak Found,High,High,High,Peak Found,Peak Found,1,
FALSE,High,Master Protein,NP_004609.1,DNA topoisomerase 3-alpha isoform 1 [OS=Homo sapiens],0,4.394,1,1,1,1,1001,112.3,8.34,358,1,0,0,0.378,-1.4,0.288878263,74.05,244234.7087,92303.08888,11.5,68.4,Peak Found,Peak Found,High,Not Found,Peak Found,Peak Found,1,
FALSE,High,Master Protein,EAX01930.1,Cytochrome c oxidase subunit Vb [OS=Homo sapiens],0,4.232,7,1,1,1,182,19.4,9.94,414,1,0,0,0.373,-1.42,0.337590669,127.66,71066.93043,30643.83355,155.88,85.13,High,Not Found,Not Found,Not Found,Not Found,Not Found,1,
FALSE,High,Master Protein,NP_776170.2,biogenesis of lysosome-related organelles complex 1 subunit 2 isoform 1 [OS=Homo sapiens],0,7.744,19,1,2,1,142,16,4.86,781,1,0,0,0.372,-1.43,0.287817185,40.34,221769.1682,82413.94027,42.19,50.96,Not Found,High,High,Peak Found,Not Found,Peak Found,1,
FALSE,Medium,Master Protein,XP_011519114.1,PREDICTED: protein bicaudal D homolog 1 isoform X1 [OS=Homo sapiens],0.011,1.729,1,1,1,1,988,112.4,6.11,171,1,0,0,0.368,-1.44,0.357855032,126.02,32852.12891,55905.38848,152.49,71.54,High,Not Found,Peak Found,Not Found,Not Found,Not Found,1,
FALSE,High,Master Protein,EAW91769.1,"ribosomal protein L30, isoform CRA_a, partial [OS=Homo sapiens]",0,33.6,28,3,15,3,86,9.6,9.42,5663,3,0,0,0.367,-1.45,6.20977E-11,126.12,14708178.87,13849101.22,16.27,20.5,High,High,High,Peak Found,Peak Found,Peak Found,1,
FALSE,High,Master Protein,EAW77607.1,"vacuolar protein sorting 13C (yeast), isoform CRA_i [OS=Homo sapiens]",0,4.845,1,2,2,2,3753,422.2,6.83,367,2,0,0,0.367,-1.45,0.279964549,144.99,237638.787,91071.42235,92.95,146.52,Not Found,Peak Found,High,Not Found,Peak Found,Not Found,1,
FALSE,High,Master Protein,EAW90382.1,"profilin 1, isoform CRA_b [OS=Homo sapiens]",0,45.195,46,5,57,3,104,11.4,9.17,19426,5,0,0,0.365,-1.45,0.135115491,116.09,612698.2616,190857.8165,165.06,21.21,High,Not Found,Peak Found,Not Found,Not Found,Not Found,1,
FALSE,High,Master Protein,XP_016862206.1,PREDICTED: anoctamin-10 isoform X1 [OS=Homo sapiens],0.001,3.1,1,1,1,1,699,80.6,7.56,248,1,0,0,0.364,-1.46,0.260621556,78.35,142220.617,51771.68473,32.33,122.46,Peak Found,Peak Found,Peak Found,High,Not Found,Not Found,1,
FALSE,High,Master Protein,NP_006734.1,RNA-binding protein 3 [OS=Homo sapiens],0,21.756,32,2,8,2,157,17.2,8.91,2571,2,0,0,0.363,-1.46,9.29228E-06,67.49,6942044.213,3240504.275,16.4,45.96,High,High,Peak Found,High,Peak Found,Peak Found,1,
FALSE,High,Master Protein,SAI82135.1,TPA: globin c1 [OS=Homo sapiens],0,9.955,29,3,5,3,177,19.2,9.77,1566,3,0,0,0.361,-1.47,0.003321001,145.94,2025458.626,308356.175,88.09,139.34,High,High,High,High,Peak Found,Not Found,1,
FALSE,High,Master Protein,EAW87089.1,"hCG1984476, isoform CRA_b [OS=Homo sapiens]",0,7.037,7,1,5,1,131,14.7,6.76,1749,1,0,0,0.36,-1.47,0.093239632,28.04,659156.7242,237188.8911,72.22,58.87,High,High,High,Peak Found,Peak Found,Peak Found,1,
FALSE,High,Master Protein,NP_944490.1,sorcin isoform B [OS=Homo sapiens],0,19.733,22,3,6,3,183,20.3,5.34,2743,3,0,0,0.359,-1.48,0.052287842,81.68,917522.8133,434698.2889,120.84,15.2,High,Peak Found,Peak Found,High,Peak Found,High,1,
FALSE,High,Master Protein,NP_057021.2,GPI transamidase component PIG-T isoform 1 precursor [OS=Homo sapiens],0,5.666,4,2,2,2,578,65.7,8.38,462,2,0,0,0.358,-1.48,0.232804633,85.44,136515.3886,82692.22553,97.83,20.45,High,Not Found,Peak Found,Not Found,Not Found,Not Found,1,
FALSE,High,Master Protein,NP_115963.1,protein dpy-30 homolog isoform 1 [OS=Homo sapiens],0,29.027,36,2,38,2,99,11.2,4.88,20066,2,0,0,0.355,-1.49,0.000689533,113.78,1856368.198,1112078.444,39,67.2,High,High,High,High,High,High,1,
FALSE,High,Master Protein,EAW69547.1,"polymerase (RNA) II (DNA directed) polypeptide E, 25kDa, isoform CRA_a [OS=Homo sapiens]",0,4.087,7,1,1,1,211,24.7,5.95,276,1,0,0,0.355,-1.49,0.147166322,107.3,339162.3635,364101.5663,84.03,72.53,High,Peak Found,Peak Found,Not Found,Peak Found,Peak Found,1,
FALSE,High,Master Protein,NP_004791.1,transmembrane 9 superfamily member 2 precursor [OS=Homo sapiens],0,19.242,9,4,6,4,663,75.7,7.44,2077,4,0,0,0.355,-1.49,0.000646971,135,2327553.403,672847.9829,61.23,96.77,High,High,High,Peak Found,Peak Found,Peak Found,1,
FALSE,High,Master Protein,XP_005272751.2,PREDICTED: sodium-coupled neutral amino acid transporter 5 isoform X1 [OS=Homo sapiens],0.006,2.06,3,1,1,1,539,59,5.2,155,1,0,0,0.354,-1.5,0.279440632,130.52,85698.71375,30322.09086,112.69,67.37,High,Not Found,Not Found,Not Found,Not Found,Not Found,1,
FALSE,High,Master Protein,BAD96610.1,"N-sulfoglucosamine sulfohydrolase (sulfamidase) variant, partial [OS=Homo sapiens]",0,5.275,2,1,1,1,502,56.6,6.89,404,1,0,0,0.352,-1.5,0.342265012,140.99,46410.60009,16358.11972,167.74,97.6,High,Not Found,Not Found,Not Found,Not Found,Not Found,1,
FALSE,High,Master Protein,NP_003125.3,signal recognition particle 14 kDa protein isoform 1 [OS=Homo sapiens],0,50.159,50,7,50,7,136,14.6,10.04,20035,7,0,0,0.351,-1.51,4.15164E-12,104.55,20388359.46,5235974.343,32.96,108.22,High,High,High,High,High,High,1,
FALSE,High,Master Protein,EAW79487.1,"coiled-coil domain containing 58, isoform CRA_a [OS=Homo sapiens]",0.003,2.402,6,1,2,1,145,16.9,8.27,253,1,0,0,0.351,-1.51,0.000127188,87.64,3269639.059,2804675.86,74.07,56.1,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,1,
FALSE,High,Master Protein,XP_005262425.1,PREDICTED: dedicator of cytokinesis protein 11 isoform X1 [OS=Homo sapiens],0.004,2.193,1,1,1,1,2086,239,7.71,195,1,0,0,0.35,-1.51,0.284020045,98.59,86199.02039,31301.61717,152.97,51.59,High,Not Found,Not Found,Not Found,Not Found,Not Found,1,
FALSE,High,Master Protein,AAA36179.1,"Macrophage migration inhibitory factor, partial [OS=Homo sapiens]",0,7.323,60,2,6,2,106,11.4,7.88,1926,2,0,0,0.35,-1.51,0.050160907,96.76,893673.7663,257097.5332,128.57,74.94,High,Peak Found,High,Peak Found,Peak Found,Peak Found,1,
FALSE,High,Master Protein,XP_011514672.1,PREDICTED: RNA-binding protein 28 isoform X1 [OS=Homo sapiens],0,5.159,2,2,3,2,793,89.5,9.04,971,2,0,0,0.35,-1.52,0.29306246,63.23,64656.10828,33105.50031,86.05,59.39,High,Not Found,High,Peak Found,Not Found,Not Found,1,
FALSE,High,Master Protein,CAG33360.1,H2AFX [OS=Homo sapiens],0,112.497,32,7,619,3,143,15.1,10.59,284077,7,0,0,0.349,-1.52,2.13174E-15,59.97,30402869.55,9788160.217,49.7,32.63,High,High,High,High,High,High,1,
FALSE,High,Master Protein,EAW56893.1,"ribosomal protein S16, isoform CRA_b [OS=Homo sapiens]",0,69.784,43,8,40,8,145,16.3,10.18,20379,8,0,0,0.348,-1.52,2.13174E-15,111.29,60323404.12,1313741.221,81.49,160.56,High,High,High,High,Peak Found,Peak Found,1,
FALSE,High,Master Protein,NP_001678.1,"ATP synthase subunit delta, mitochondrial precursor [OS=Homo sapiens]",0,23.816,38,3,17,3,168,17.5,5.49,4945,3,0,0,0.348,-1.52,0.002110745,98.97,1824010.294,335888.9316,49.02,72.12,High,High,High,High,High,Peak Found,1,
FALSE,High,Master Protein,XP_005268422.1,PREDICTED: transcription elongation regulator 1 isoform X1 [OS=Homo sapiens],0,8.575,4,3,5,3,1115,125.9,8.92,962,3,0,0,0.346,-1.53,0.000224281,144.59,2662662.142,726223.3642,50.34,44.34,High,Peak Found,High,Peak Found,High,Peak Found,1,
FALSE,High,Master Protein,AAH02487.1,Tumor susceptibility gene 101 [OS=Homo sapiens],0,20.643,7,2,4,2,390,43.9,6.46,1494,2,0,0,0.344,-1.54,0.001661105,136.84,1972013.302,367225.0004,62.16,137.61,High,High,Peak Found,Peak Found,Not Found,Peak Found,1,
FALSE,High,Master Protein,AAQ24858.1,creB [OS=Homo sapiens],0.001,3.203,6,1,1,1,230,25.4,5.54,234,1,0,0,0.341,-1.55,0.313767325,75.32,63576.61937,21701.86578,122.12,99.6,High,Not Found,Not Found,Not Found,Not Found,Not Found,1,
FALSE,High,Master Protein,EAW51228.1,"carboxypeptidase D, isoform CRA_b [OS=Homo sapiens]",0.005,2.103,1,1,1,1,1381,152.9,5.97,262,1,0,0,0.341,-1.55,0.219725541,82.09,168777.8232,118700.7825,80.45,50.31,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,1,
FALSE,High,Master Protein,NP_001343945.1,lysosomal acid phosphatase isoform 1x [OS=Homo sapiens],0,16.049,10,4,7,4,434,49.4,6.74,2563,4,0,0,0.34,-1.56,0.002958244,117.03,1548943.438,458373.3361,98.1,106.36,High,High,Peak Found,High,Peak Found,Peak Found,1,
FALSE,High,Master Protein,EAW75631.1,HCG2044781 [OS=Homo sapiens],0,7.293,7,2,2,2,370,42.2,6.71,750,2,0,0,0.332,-1.59,0.17840074,115.72,298664.1463,99274.02422,132.26,59.75,High,Not Found,Peak Found,Not Found,Peak Found,Not Found,1,
FALSE,High,Master Protein,BAD97182.1,"transmembrane protein 14C variant, partial [OS=Homo sapiens]",0,5.2,26,1,3,1,112,11.6,9.88,1543,1,0,0,0.332,-1.59,0.188631654,137.53,78966.00578,81283.6237,106.11,83.5,High,High,Not Found,Not Found,Not Found,Not Found,1,
FALSE,Medium,Master Protein,XP_011516080.2,PREDICTED: ELAV-like protein 2 isoform X2 [OS=Homo sapiens],0.012,1.707,3,1,5,1,392,43.2,9.36,691,1,0,0,0.332,-1.59,1.69362E-07,102.18,6152650.309,5467124.809,76.29,85.92,Peak Found,Peak Found,High,Not Found,High,High,1,
FALSE,High,Master Protein,AAB62722.1,Secretory carrier membrane protein [OS=Homo sapiens],0,5.959,7,1,1,1,338,37.8,7.42,450,1,0,0,0.332,-1.59,0.250921361,136.23,78440.97752,26034.24585,164.47,97.56,Not Found,High,Not Found,Not Found,Not Found,Not Found,1,
FALSE,High,Master Protein,EAW50259.1,"hCG1994130, isoform CRA_d [OS=Homo sapiens]",0,50.17,29,8,19,8,296,33.9,9.55,8018,8,0,0,0.33,-1.6,1.24731E-05,112.44,6246855.698,1689938.423,111.85,80.33,High,High,High,High,Peak Found,Peak Found,1,
FALSE,High,Master Protein,NP_002296.1,Galectin-1 [OS=Homo sapiens],0,16.668,48,4,15,4,135,14.7,5.5,5255,4,0,0,0.327,-1.61,0.021853282,111.35,1204037.867,368807.3667,141.32,12.43,High,High,High,High,High,High,1,
FALSE,High,Master Protein,AAA64537.1,cysteine-rich heart protein [OS=Homo sapiens],0.001,2.841,9,1,3,1,77,8.6,8.75,651,1,0,0,0.325,-1.62,0.268376827,93.29,69479.76514,22596.67756,67.95,12.1,Not Found,Peak Found,High,High,Peak Found,High,1,
FALSE,High,Master Protein,NP_006861.1,destrin isoform a [OS=Homo sapiens],0,12.297,13,2,10,2,165,18.5,7.85,4314,2,0,0,0.324,-1.62,1.48206E-07,59.84,8435045.348,2511960.899,56.52,17.6,High,High,High,Peak Found,High,High,1,
FALSE,High,Master Protein,P02461.4,RecName: Full=Collagen alpha-1(III) chain; Flags: Precursor [OS=Homo sapiens],0.004,2.165,1,1,1,1,1466,138.5,6.61,137,1,0,0,0.323,-1.63,0.175571148,127.17,287117.2167,92646.85227,49.2,145.95,Peak Found,Peak Found,Peak Found,High,Not Found,Not Found,1,
FALSE,High,Master Protein,AAI42728.1,"USP19 protein, partial [OS=Homo sapiens]",0.001,3.235,2,2,3,2,1449,158.9,6.98,286,2,0,0,0.322,-1.63,0.244930508,97.45,76614.44744,24679.16407,72.66,39.08,High,High,Peak Found,Not Found,High,Not Found,1,
FALSE,High,Master Protein,AAC39757.1,spectrin SH3 domain binding protein 1 [OS=Homo sapiens],0,4.843,5,2,5,2,508,55.1,7.06,940,2,0,0,0.322,-1.64,0.006200976,144.57,1437213.036,277325.1344,64.41,116.77,High,High,Peak Found,High,High,High,1,
FALSE,High,Master Protein,EAW78386.1,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 5, 16kDa, isoform CRA_b [OS=Homo sapiens]",0.002,2.723,10,1,2,1,209,23.8,9.6,189,1,0,0,0.321,-1.64,0.027657436,96.76,1037365.191,333380.4792,10.88,85.13,High,Peak Found,Peak Found,High,Peak Found,Peak Found,1,
FALSE,High,Master Protein,BAA14006.1,c-myc binding protein [OS=Homo sapiens],0,26.499,29,3,19,3,167,18.6,5.91,6117,3,0,0,0.321,-1.64,9.17802E-06,117.6,4485795.296,3238685.743,25.11,35.92,High,High,High,High,High,High,1,
FALSE,High,Master Protein,CAC38828.1,OTT-MAL [OS=Homo sapiens],0.001,3.092,2,1,1,1,1905,205.7,9.23,191,1,0,0,0.317,-1.66,0.229987406,88.88,74373.56755,23576.63127,23.29,84.83,Not Found,Not Found,Not Found,High,Peak Found,Not Found,1,
FALSE,High,Master Protein,XP_006717199.1,"PREDICTED: 28S ribosomal protein S2, mitochondrial isoform X1 [OS=Homo sapiens]",0.001,2.998,3,1,1,1,319,35.5,8.94,470,1,0,0,0.315,-1.67,0.280437095,103.92,43193.18904,13609.01097,154.75,45.44,High,Not Found,Not Found,Not Found,Not Found,Not Found,1,
FALSE,High,Master Protein,EAW84687.1,"LSM4 homolog, U6 small nuclear RNA associated (S. cerevisiae), isoform CRA_b [OS=Homo sapiens]",0,7.09,10,1,2,1,163,17.9,9.95,565,1,0,0,0.315,-1.67,0.025801021,68.53,919958.3516,289629.8193,39.3,53.76,High,Peak Found,High,Peak Found,Peak Found,Peak Found,1,
